үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:
154.0,"Баянзүрх, Цайз",Паркет,1,2024.0,0,Вакум,16.0,Бүргэд,59.4,10.0,1,4.0,1
108.0,"Баянзүрх, Баянзүрх, Хороо 2",Паркет,1,2013.0,0,Вакум,6.0,Бүргэд,42.0,3.0,0,2.0,1
105.0,"Баянгол, 10-р хороолол",Паркет,0,2012.0,0,Вакум,5.0,Бүргэд,32.0,1.0,0,2.0,1
100.0,"Хан-Уул, Нисэх",Паркет,1,2016.0,1,Вакум,12.0,Вакум,38.0,6.0,0,2.0,1
417.09999999999997,"Баянзүрх, 15-р хороолол",Паркет,0,2019.0,1,Вакум,16.0,Бүргэд,97.0,3.0,0,2.0,1
108.0,"Баянзүрх, 14-р хороолол",Паркет,1,2013.0,0,Вакум,12.0,Бүргэд,39.8,8.0,0,1.0,1
270.0,"Сүхбаатар, 5-р хороолол",Паркет,0,1980.0,0,Вакум,9.0,Вакум,36.0,1.0,0,2.0,1
133.0,"Баянгол, Баянгол, Хороо 12",Паркет,1,1999.0,0,Вакум,9.0,Бүргэд,40.0,1.0,0,3.0,1
95.0,"Хан-Уул, Нисэх",Паркет,1,2014.0,0,Вакум,9.0,Төмөр,42.32,3.0,1,1.0,1
396.00000000000006,"Чингэлтэй, 40 мянгат",Паркет,2,2009.0,1,Вакум,12.0,Төмөр вакум,90.0,10.0,0,4.0,1
125.0,"Хан-Уул, Нисэх",Паркет,1,2018.0,0,Вакум,12.0,Төмөр,50.62,7.0,1,3.0,1
548.216,"Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,2,2015.0,0,Вакум,16.0,Бүргэд,94.0,3.0,1,4.0,1
410.0,"Баянзүрх, Баянзүрх, Хороо 26",Паркет,0,2019.0,0,Вакум,16.0,Бүргэд,87.44,2.0,0,3.0,1
228.036,"Хан-Уул, Нисэх",Паркет,2,2024.0,0,Вакум,16.0,Бүргэд,73.56,11.0,0,3.0,0
289.44,"Баянгол, Баянгол, Хороо 3",Паркет,0,2024.0,0,Вакум,16.0,Төмөр,53.6,3.0,0,3.0,1
446.0,"Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2024.0,0,Вакум,24.0,Бүргэд,93.0,3.0,0,5.0,0
105.0,"Баянгол, Алтай хотхон",Паркет,1,2010.0,0,Вакум,10.0,Бүргэд,29.0,3.0,1,1.0,1
185.0,"Хан-Уул, Яармаг",Паркет,1,2024.0,0,Вакум,16.0,Бүргэд,54.0,9.0,0,2.0,1
107.802,"Хан-Уул, Нисэх",Паркет,1,2025.0,0,Вакум,12.0,Бүргэд,59.89,12.0,1,3.0,0
76.464,"Хан-Уул, Нисэх",Паркет,1,2024.0,1,Вакум,12.0,Бүргэд,42.48,7.0,0,3.0,0
155.0,"Сонгинохайрхан, 21-р хороолол",Паркет,1,2021.0,0,Вакум,14.0,Бүргэд,68.3,2.0,0,4.0,1
234.6,"Хан-Уул, Яармаг",Паркет,1,2022.0,0,Вакум,16.0,Бүргэд,73.0,8.0,0,3.0,1
115.0,"Сонгинохайрхан, 21-р хороолол",Паркет,1,1986.0,0,Мод,5.0,Бүргэд,62.0,2.0,1,3.0,1
574.5,"Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2016.0,0,Вакум,16.0,Төмөр,133.62,6.0,0,4.0,1
