үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:
95000000.00,"УБ — Баянзүрх, Улаанхуаран",Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,31.0 м²,5,Лизинггүй,1,Ашиглалтад орсон,
245000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,2 тагттай,1990,Байгаа,Вакум,9,Бүргэд,62.0 м²,7,Лизинггүй,4,Ашиглалтад орсон,
4900000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2018,Байгаа,Вакум,14,Бүргэд,106.0 м²,4,Банкны лизингтэй,3,Ашиглалтад орсон,
2800000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,50.63 м²,7,Хувь лизингтэй,2,Ашиглалтад ороогүй,
3400000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,39.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
2800000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,47.99 м²,5,Хувь лизингтэй,2,Ашиглалтад ороогүй,
603000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,122.0 м²,2,Лизинггүй,5,Ашиглалтад орсон,
5200000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2 тагттай,2019,Байхгүй,Вакум,15,Бүргэд,96.25 м²,15,Лизинггүй,4,Ашиглалтад орсон,
650000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2015,Байгаа,Модон вакум,6,Бүргэд,164.0 м²,3,Лизинггүй,8,Ашиглалтад орсон,
255000000.00,"УБ — Баянгол, Төмөр зам",Паркет,2 тагттай,2015,Байхгүй,Вакум,6,Бүргэд,88.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
116000000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1 тагттай,2006,Байхгүй,Вакум,4,Бүргэд,44.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,
3600000.00,"УБ — Сүхбаатар, 11-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,11,Төмөр вакум,75.01 м²,16,Лизинггүй,4,Ашиглалтад орсон,
177320000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 12",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,68.0 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,
230000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,1996,Байхгүй,Вакум,8,Бүргэд,72.0 м²,9,Лизинггүй,4,Ашиглалтад орсон,
230718800.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,2 тагттай,2024,Байгаа,Вакум,16,Бүргэд,68.26 м²,8,Банкны лизингтэй,3,Ашиглалтад орсон,
400000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2014,Байгаа,Вакум,13,Төмөр вакум,98.25 м²,3,Лизинггүй,4,Ашиглалтад орсон,
410000000.00,"УБ — Хан-Уул, Зайсан",Паркет,3+ тагттай,2010,Байгаа,Модон вакум,9,Бүргэд,140.0 м²,9,Лизинггүй,8,Ашиглалтад орсон,
210000000.00,"УБ — Баянгол, Төмөр зам",Паркет,2 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,55.0 м²,8,Лизинггүй,2,Ашиглалтад орсон,
225000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Бүргэд,65.5 м²,2,Лизинггүй,3,Ашиглалтад орсон,
150000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2005,Байхгүй,Вакум,12,Бүргэд,48.7 м²,3,Банкны лизингтэй,2,Ашиглалтад орсон,
2700000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,38.2 м²,8,Лизинггүй,2,Ашиглалтад орсон,
610000000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2009,Байгаа,Вакум,6,Бүргэд,160.0 м²,1,Лизинггүй,5,Ашиглалтад орсон,
651800000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,127.81 м²,7,Лизинггүй,6,Ашиглалтад орсон,
117000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,43.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,
250000000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,73.0 м²,13,Банкны лизингтэй,3,Ашиглалтад орсон,
840000000.00,"УБ — Хан-Уул, River Garden",Мод,1 тагттай,2015,Байгаа,Вакум,14,Бүргэд,112.0 м²,11,Лизинггүй,6,Ашиглалтад орсон,
113925000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байгаа,Вакум,15,Бүргэд,36.75 м²,6,Банкны лизингтэй,2,Ашиглалтад ороогүй,
140000000.00,"УБ — Баянгол, Модны 2",Паркет,1 тагттай,1982,Байхгүй,Вакум,9,Төмөр,40.0 м²,9,Лизинггүй,5,Ашиглалтад орсон,
3700000.00,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1 тагттай,2017,Байгаа,Төмөр вакум,12,Бүргэд,54.7 м²,9,Лизинггүй,3,Ашиглалтад орсон,
4100000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,Тагтгүй,2018,Байхгүй,Вакум,16,Бүргэд,48.0 м²,16,Лизинггүй,2,Ашиглалтад орсон,
3400000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,18,Төмөр,53.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,
219000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,62.78 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,
3500000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 14",Паркет,2 тагттай,2024,Байхгүй,Вакум,6,Төмөр,94.73 м²,2,Лизинггүй,4,Ашиглалтад ороогүй,
390000000.00,"УБ — Хан-Уул, 120 мянгат",Паркет,1 тагттай,2006,Байхгүй,Вакум,12,Бүргэд,73.0 м²,9,Банкны лизингтэй,4,Ашиглалтад орсон,
4900000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,4,Төмөр,153.0 м²,3,Лизинггүй,5,Ашиглалтад орсон,
2900000.00,"УБ — Чингэлтэй, Чингэлтэй, Хороо 10",Паркет,1 тагттай,2023,Байхгүй,Вакум,9,Бүргэд,62.7 м²,7,Банкны лизингтэй,4,Ашиглалтад орсон,
540000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Төмөр,106.0 м²,10,Банкны лизингтэй,3,Ашиглалтад орсон,
267610000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Төмөр,76.46 м²,12,Банкны лизингтэй,4,Ашиглалтад орсон,
295460000.00,"УБ — Баянгол, Баруун 4 зам",Паркет,1 тагттай,2012,Байгаа,Модон вакум,16,Төмөр вакум,67.15 м²,10,Лизинггүй,5,Ашиглалтад орсон,
140000000.00,"УБ — Баянзүрх, Офицер",Цемент,1 тагттай,2011,Байхгүй,Вакум,12,Бүргэд,42.0 м²,11,Лизинггүй,4,Ашиглалтад орсон,
300000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2009,Байгаа,Вакум,10,Бүргэд,75.55 м²,7,Хувь лизингтэй,5,Ашиглалтад орсон,
130000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,1988,Байхгүй,Вакум,9,Бүргэд,28.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,
105000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2025,Байхгүй,Вакум,9,Бүргэд,79.9 м²,2,Лизинггүй,3,Ашиглалтад ороогүй,
3700000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 14",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,75.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,
2500000.00,"УБ — Хан-Уул, Арцатын ам",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,91.69 м²,8,Лизинггүй,3,Ашиглалтад ороогүй,
140000000.00,"УБ — Баянзүрх, Нарантуул зах",Паркет,1 тагттай,2022,Байхгүй,Вакум,13,Бүргэд,50.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,
504000000.00,"УБ — Хан-Уул, 120 мянгат",Паркет,1 тагттай,2021,Байхгүй,Вакум,23,Бүргэд,80.0 м²,3,Лизинггүй,5,Ашиглалтад орсон,
250000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Төмөр вакум,59.0 м²,1,Банкны лизингтэй,4,Ашиглалтад орсон,
150000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 16",Паркет,1 тагттай,2012,Байхгүй,Вакум,9,Бүргэд,58.0 м²,3,Банкны лизингтэй,4,Ашиглалтад орсон,
142860000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,47.62 м²,12,Банкны лизингтэй,2,Ашиглалтад орсон,
122000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2011,Байхгүй,Вакум,5,Бүргэд,43.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,
139000000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,44.77 м²,15,Лизинггүй,2,Ашиглалтад орсон,
120780000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,36.6 м²,8,Лизинггүй,2,Ашиглалтад орсон,
173000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,1989,Байхгүй,Вакум,9,Мод,40.0 м²,2,Банкны лизингтэй,3,Ашиглалтад орсон,
326000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2021,Байхгүй,Вакум,12,Бүргэд,102.07 м²,10,Лизинггүй,3,Ашиглалтад орсон,
380000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2022,Байгаа,Вакум,17,Төмөр,85.0 м²,7,Банкны лизингтэй,4,Ашиглалтад орсон,
2400000.00,"УБ — Баянзүрх, Офицер",Ламинат,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,76.56 м²,11,Лизинггүй,3,Ашиглалтад ороогүй,
125000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 10",Паркет,1 тагттай,2018,Байхгүй,Вакум,8,Бүргэд,47.96 м²,3,Лизинггүй,3,Ашиглалтад орсон,
500000000.00,"УБ — Баянгол, Модны 2",Паркет,3+ тагттай,2013,Байхгүй,Вакум,10,Бүргэд,230.5 м²,10,Лизинггүй,8,Ашиглалтад орсон,
96000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 4",Паркет,1 тагттай,2020,Байхгүй,Вакум,6,Бүргэд,33.6 м²,1,Банкны лизингтэй,2,Ашиглалтад орсон,
320000000.00,"УБ — Чингэлтэй, Чингэлтэй, Хороо 6",Паркет,Тагтгүй,2018,Байхгүй,Вакум,16,Бүргэд,72.0 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,
175000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,70.0 м²,11,Хувь лизингтэй,3,Ашиглалтад орсон,
3500000.00,"УБ — Хан-Уул, Хүннү",Паркет,1 тагттай,2019,Байхгүй,Вакум,10,Төмөр,105.0 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,
150000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 42",Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,45.0 м²,16,Банкны лизингтэй,3,Ашиглалтад орсон,
121050000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,40.35 м²,2,Лизинггүй,1,Ашиглалтад орсон,
439452000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,84.51 м²,9,Банкны лизингтэй,3,Ашиглалтад орсон,
2800000.00,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,36.16 м²,4,Хувь лизингтэй,2,Ашиглалтад ороогүй,
4800000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2024,Байгаа,Вакум,6,Бүргэд,83.0 м²,2,Лизинггүй,5,Ашиглалтад орсон,
237600000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр вакум,54.01 м²,2,Лизинггүй,3,Ашиглалтад орсон,
3100000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1 тагттай,2023,Байгаа,Вакум,12,Бүргэд,52.62 м²,6,Хувь лизингтэй,3,Ашиглалтад орсон,
90000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,17,Төмөр,32.4 м²,11,Лизинггүй,2,Ашиглалтад орсон,
125000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2016,Байхгүй,Вакум,2,Бүргэд,49.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,
292000000.00,"УБ — Баянгол, 4-р хороолол",Паркет,1 тагттай,2020,Байхгүй,Вакум,25,Бүргэд,55.0 м²,20,Лизинггүй,2,Ашиглалтад орсон,
139048000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,49.66 м²,6,Лизинггүй,3,Ашиглалтад ороогүй,
3600000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1 тагттай,2016,Байгаа,Вакум,16,Бүргэд,90.42 м²,1,Банкны лизингтэй,4,Ашиглалтад орсон,
63000000.00,"УБ — Налайх, Налайх, Хороо 5",Паркет,1 тагттай,1987,Байхгүй,Вакум,5,Төмөр,35.0 м²,3,Лизинггүй,2,Ашиглалтад орсон,
115000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,40.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,
171080000.00,"УБ — Баянгол, Баянгол, Хороо 8",Паркет,2 тагттай,2003,Байхгүй,Вакум,5,Бүргэд,61.1 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,
120000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,44.0 м²,1,Банкны лизингтэй,3,Ашиглалтад орсон,
88309548.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 2",Паркет,1 тагттай,2017,Байхгүй,Вакум,9,Бүргэд,37.67 м²,9,Лизинггүй,3,Ашиглалтад орсон,
850000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,2 тагттай,2024,Байхгүй,Вакум,10,Төмөр вакум,158.0 м²,10,Лизинггүй,8,Ашиглалтад орсон,
2800000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Төмөр,67.78 м²,8,Хувь лизингтэй,4,Ашиглалтад ороогүй,
3000000.00,"УБ — Баянгол, Гэмтэл согог судлалын үндэсний төв",Паркет,1 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,40.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,
158500000.00,"УБ — Баянгол, Эх нялхас эмнэлэг",Паркет,Тагтгүй,2014,Байхгүй,Вакум,12,Бүргэд,54.78 м²,4,Банкны лизингтэй,2,Ашиглалтад орсон,
83000000.00,"УБ — Хан-Уул, Нисэх",Паркет,Тагтгүй,2013,Байхгүй,Вакум,9,Вакум,33.0 м²,1,Банкны лизингтэй,1,Ашиглалтад орсон,
135000000.00,"УБ — Хан-Уул, Зайсан",Паркет,Тагтгүй,2016,Байхгүй,Вакум,6,Бүргэд,38.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,
175000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,1980,Байхгүй,Вакум,5,Төмөр,62.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,
374400000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2 тагттай,2013,Байгаа,Вакум,6,Төмөр,117.0 м²,5,Банкны лизингтэй,5,Ашиглалтад орсон,
124000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,1 тагттай,2018,Байхгүй,Вакум,15,Бүргэд,36.6 м²,15,Лизинггүй,3,Ашиглалтад орсон,
434000000.00,"УБ — Хан-Уул, Оддын хороолол",Паркет,2 тагттай,2004,Байгаа,Вакум,5,Бүргэд,124.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,
6100000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,Тагтгүй,2024,Байхгүй,Вакум,12,Бүргэд,67.0 м²,12,Лизинггүй,2,Ашиглалтад орсон,
105000000.00,"УБ — Баянзүрх, Улаанхуаран",Паркет,1 тагттай,2014,Байгаа,Вакум,5,Төмөр,37.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,
103000000.00,"УБ — Сонгинохайрхан, Толгойт",Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Бүргэд,53.04 м²,6,Хувь лизингтэй,3,Ашиглалтад орсон,
747990000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 20",Паркет,2 тагттай,2024,Байхгүй,Вакум,13,Бүргэд,166.22 м²,15,Лизинггүй,4,Ашиглалтад орсон,
703500000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 16",Паркет,1 тагттай,2001,Байхгүй,Вакум,13,Бүргэд,140.7 м²,15,Лизинггүй,6,Ашиглалтад орсон,
450000000.00,"УБ — Баянгол, Баянгол, Хороо 2",Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Бүргэд,93.78 м²,8,Лизинггүй,3,Ашиглалтад орсон,
700000000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2025,Байхгүй,Вакум,1,Бүргэд,168.0 м²,25,Лизинггүй,7,Ашиглалтад орсон,
180000000.00,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,50.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,
594000000.00,"УБ — Хан-Уул, 120 мянгат",Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,110.0 м²,12,Банкны лизингтэй,5,Ашиглалтад орсон,
264920000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,71.6 м²,16,Банкны лизингтэй,5,Ашиглалтад орсон,
140000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2011,Байхгүй,Төмөр вакум,9,Бүргэд,47.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,
3100000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Мод,1 тагттай,2000,Байхгүй,Модон вакум,13,Бүргэд,98.0 м²,10,Банкны лизингтэй,5,Ашиглалтад орсон,
150000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,Тагтгүй,2013,Байхгүй,Вакум,16,Төмөр,45.5 м²,1,Лизинггүй,3,Ашиглалтад орсон,
140000000.00,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,46.0 м²,2,Банкны лизингтэй,2,Ашиглалтад орсон,
140000000.00,"УБ — Баянгол, 25-р эмийн сан",Паркет,1 тагттай,2008,Байхгүй,Вакум,7,Бүргэд,49.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,
375000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1 тагттай,2024,Байхгүй,Төмөр вакум,12,Бүргэд,68.7 м²,3,Лизинггүй,4,Ашиглалтад орсон,
255000000.00,"УБ — Баянзүрх, Зүүн 4 зам",Цемент,2 тагттай,2000,Байхгүй,Вакум,8,Бүргэд,88.0 м²,4,Лизинггүй,5,Ашиглалтад орсон,
125000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,40.0 м²,5,Лизинггүй,3,Ашиглалтад орсон,
3300000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 25",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,57.25 м²,3,Лизинггүй,4,Ашиглалтад орсон,
150000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,55.5 м²,8,Лизинггүй,2,Ашиглалтад орсон,
159890000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байгаа,Вакум,16,Бүргэд,51.58 м²,3,Банкны лизингтэй,2,Ашиглалтад орсон,
130000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Төмөр,30.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,
305000000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2010,Байхгүй,Вакум,6,Бүргэд,71.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,
150000000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,44.9 м²,16,Лизинггүй,2,Ашиглалтад орсон,
135415000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,51.1 м²,2,Лизинггүй,3,Ашиглалтад ороогүй,
170000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,1986,Байхгүй,Вакум,9,Бүргэд,80.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,
235000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,82.0 м²,7,Лизинггүй,4,Ашиглалтад орсон,
3900000.00,"УБ — Баянзүрх, КТМС",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр вакум,79.75 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,
260000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,75.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,
6200000.00,"УБ — Хан-Уул, Хүннү",Мод,1 тагттай,2021,Байгаа,Төмөр вакум,16,Төмөр вакум,122.65 м²,3,Лизинггүй,5,Ашиглалтад орсон,
120000000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1 тагттай,2004,Байхгүй,Вакум,3,Бүргэд,52.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,
4200000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,Тагтгүй,2024,Байгаа,Вакум,14,Төмөр,79.0 м²,7,Лизинггүй,3,Ашиглалтад ороогүй,
3500000.00,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,1 тагттай,2011,Байхгүй,Вакум,12,Төмөр,77.0 м²,11,Банкны лизингтэй,3,Ашиглалтад орсон,
75000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 20",Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,18.0 м²,5,Лизинггүй,3,Ашиглалтад орсон,
120000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,44.0 м²,14,Лизинггүй,3,Ашиглалтад орсон,
118000000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,36.41 м²,2,Банкны лизингтэй,2,Ашиглалтад орсон,
443000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2023,Байхгүй,Вакум,23,Бүргэд,77.85 м²,6,Банкны лизингтэй,3,Ашиглалтад орсон,
1365000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 3",Паркет,3+ тагттай,2018,Байгаа,Вакум,12,Бүргэд,210.0 м²,13,Банкны лизингтэй,8,Ашиглалтад орсон,
226177000.00,"УБ — Баянгол, Баянгол, Хороо 2",Паркет,Тагтгүй,2024,Байхгүй,Вакум,16,Бүргэд,57.26 м²,12,Лизинггүй,2,Ашиглалтад орсон,
266539000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,2 тагттай,2012,Байхгүй,Вакум,9,Бүргэд,91.91 м²,2,Банкны лизингтэй,6,Ашиглалтад орсон,
425000000.00,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,102.5 м²,4,Лизинггүй,4,Ашиглалтад орсон,
95000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,56.85 м²,9,Лизинггүй,2,Ашиглалтад ороогүй,
190708000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,68.11 м²,15,Банкны лизингтэй,4,Ашиглалтад орсон,
238000000.00,"УБ — Хан-Уул, Арцатын ам",Паркет,1 тагттай,2019,Байхгүй,Вакум,18,Төмөр вакум,74.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,
250000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",Паркет,2 тагттай,2012,Байхгүй,Вакум,9,Бүргэд,74.8 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,
350000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,90.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,
275000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2009,Байхгүй,Вакум,12,Бүргэд,71.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,
132500000.00,"УБ — Баянгол, Бичил",Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,53.0 м²,1,Банкны лизингтэй,2,Ашиглалтад орсон,
4600000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2022,Байгаа,Вакум,16,Төмөр,84.87 м²,7,Лизинггүй,4,Ашиглалтад орсон,
1580000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2011,Байгаа,Вакум,4,Төмөр,312.0 м²,1,Лизинггүй,8,Ашиглалтад орсон,
