үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:
165000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,53.25 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,
170000000.00,"УБ — Баянзүрх, 15-р хороолол",Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,88.0 м²,5,Банкны лизингтэй,5,Ашиглалтад орсон,
232000000.00,УБ — Баянзүрх,Паркет,2 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,97.0 м²,11,Лизинггүй,5,Ашиглалтад орсон,
550000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр вакум,113.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,
80000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,32.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
6000000.00,УБ — Хан-Уул,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,75.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,
1500000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2022,Байгаа,Вакум,14,Бүргэд,166.0 м²,1,Банкны лизингтэй,5,Ашиглалтад орсон,
162000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 10",Паркет,1 тагттай,1999,Байхгүй,Вакум,5,Бүргэд,56.0 м²,5,Лизинггүй,3,Ашиглалтад орсон,
313150000.00,"УБ — Чингэлтэй, Чингэлтэй, Хороо 3",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,63.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,
172000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,61.0 м²,12,Банкны лизингтэй,3,Ашиглалтад орсон,
135000000.00,"УБ — Баянзүрх, Цайз 16",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,50.21 м²,12,Лизинггүй,3,Ашиглалтад орсон,
110000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,40.22 м²,1,Лизинггүй,2,Ашиглалтад орсон,
180000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2014,Байхгүй,Вакум,6,Бүргэд,64.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,
185000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,72.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,
420000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1 тагттай,2018,Байгаа,Вакум,16,Бүргэд,99.84 м²,15,Лизинггүй,3,Ашиглалтад орсон,
135000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 17",Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,50.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
108000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,49.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,
190000000.00,"УБ — Баянзүрх, Улаанхуаран",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,66.26 м²,9,Хувь лизингтэй,3,Ашиглалтад орсон,
400000000.00,"УБ — Хан-Уул, Мишээл",Паркет,2 тагттай,2022,Байгаа,Вакум,16,Бүргэд,99.0 м²,16,Лизинггүй,5,Ашиглалтад орсон,
155000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2017,Байгаа,Вакум,12,Бүргэд,50.0 м²,8,Лизинггүй,2,Ашиглалтад орсон,
384000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2016,Байхгүй,Вакум,4,Бүргэд,128.0 м²,2,Лизинггүй,8,Ашиглалтад орсон,
261000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,72.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,
110000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 20",Паркет,1 тагттай,2015,Байхгүй,Вакум,4,Бүргэд,77.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,
326000000.00,"УБ — Чингэлтэй, Хүнсний 4-р дэлгүүр",Паркет,Тагтгүй,2018,Байхгүй,Вакум,15,Бүргэд,72.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,
454000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,81.0 м²,14,Лизинггүй,3,Ашиглалтад орсон,
185000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,49.6 м²,10,Лизинггүй,3,Ашиглалтад орсон,
247000000.00,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,2 тагттай,2021,Байхгүй,Вакум,15,Бүргэд,79.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,
3500000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.0 м²,9,Хувь лизингтэй,2,Ашиглалтад ороогүй,
240500000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,76.0 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,
240000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,77.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,
152500000.00,"УБ — Баянзүрх, Офицер",Ламинат,1 тагттай,2017,Байхгүй,Вакум,16,Бүргэд,61.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,
165000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2015,Байхгүй,Төмөр вакум,6,Бүргэд,69.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,
4600000.00,УБ — Сүхбаатар,Паркет,2 тагттай,2008,Байхгүй,Модон вакум,15,Бүргэд,64.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,
890000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2020,Байгаа,Вакум,5,Бүргэд,133.0 м²,3,Банкны лизингтэй,4,Ашиглалтад орсон,
110000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2017,Байхгүй,Вакум,15,Бүргэд,27.0 м²,3,Лизинггүй,1,Ашиглалтад орсон,
3500000.00,"УБ — Хан-Уул, Нархан хотхон",Паркет,2 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,91.0 м²,7,Лизинггүй,6,Ашиглалтад орсон,
149000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,52.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,
201108500.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,75.89 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,
3200000.00,"УБ — Сүхбаатар, 100 айл",Паркет,1 тагттай,2016,Байхгүй,Вакум,13,Вакум,48.7 м²,12,Лизинггүй,3,Ашиглалтад орсон,
230000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,1991,Байхгүй,Вакум,9,Бүргэд,80.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,
192000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,2 тагттай,1989,Байхгүй,Вакум,9,Төмөр,40.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,
450000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,2015,Байхгүй,Вакум,13,Бүргэд,104.2 м²,11,Лизинггүй,3,Ашиглалтад орсон,
205000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,1988,Байхгүй,Вакум,5,Төмөр,70.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,
205000000.00,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,1 тагттай,2015,Байхгүй,Төмөр вакум,10,Төмөр вакум,44.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,
130000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,42.19 м²,11,Лизинггүй,2,Ашиглалтад орсон,
130000000.00,"УБ — Баянгол, Гэмтэл согог судлалын үндэсний төв",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,43.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
146000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,53.66 м²,12,Лизинггүй,2,Ашиглалтад орсон,
215000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2023,Байхгүй,Вакум,6,Бүргэд,70.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,
525000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2019,Байхгүй,Вакум,17,Бүргэд,82.0 м²,11,Лизинггүй,3,Ашиглалтад орсон,
195000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,66.52 м²,7,Лизинггүй,4,Ашиглалтад орсон,
860000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2018,Байгаа,Вакум,15,Төмөр,127.0 м²,5,Банкны лизингтэй,6,Ашиглалтад орсон,
210000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,66.6 м²,14,Лизинггүй,4,Ашиглалтад орсон,
170000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,Тагтгүй,2016,Байхгүй,Вакум,12,Бүргэд,61.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,
1150000000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2020,Байгаа,Вакум,6,Бүргэд,188.63 м²,6,Банкны лизингтэй,6,Ашиглалтад орсон,
240000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,2014,Байхгүй,Вакум,16,Бүргэд,75.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,
275000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,77.53 м²,15,Лизинггүй,3,Ашиглалтад орсон,
3800000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байгаа,Вакум,16,Төмөр,101.97 м²,12,Банкны лизингтэй,3,Ашиглалтад орсон,
3800000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,74.97 м²,14,Банкны лизингтэй,3,Ашиглалтад орсон,
3800000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,68.56 м²,12,Банкны лизингтэй,3,Ашиглалтад орсон,
205000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2017,Байхгүй,Вакум,17,Бүргэд,80.77 м²,11,Лизинггүй,4,Ашиглалтад орсон,
3350000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр вакум,64.84 м²,7,Лизинггүй,4,Ашиглалтад орсон,
115000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,34.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
215000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Мод,2 тагттай,1989,Байхгүй,Вакум,9,Бүргэд,100.8 м²,3,Лизинггүй,6,Ашиглалтад орсон,
150000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,43.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,
190500000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,73.0 м²,8,Банкны лизингтэй,4,Ашиглалтад орсон,
300000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2007,Байхгүй,Вакум,10,Бүргэд,97.0 м²,9,Банкны лизингтэй,5,Ашиглалтад орсон,
335000000.00,"УБ — Чингэлтэй, Чингэлтэй, Хороо 6",Паркет,1 тагттай,2008,Байхгүй,Вакум,10,Төмөр,116.0 м²,9,Лизинггүй,5,Ашиглалтад орсон,
181000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,1 тагттай,2024,Байхгүй,Төмөр вакум,16,Төмөр вакум,51.67 м²,1,Лизинггүй,2,Ашиглалтад орсон,
129000000.00,"УБ — Баянзүрх, Улаанхуаран",Паркет,1 тагттай,2021,Байхгүй,Вакум,12,Бүргэд,43.21 м²,10,Банкны лизингтэй,2,Ашиглалтад орсон,
155000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 16",Ламинат,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,53.26 м²,2,Хувь лизингтэй,2,Ашиглалтад орсон,
4400000.00,"УБ — Сүхбаатар, Бага тойрог",Паркет,1 тагттай,2024,Байхгүй,Вакум,23,Төмөр,62.9 м²,9,Хувь лизингтэй,4,Ашиглалтад ороогүй,
238000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,79.34 м²,8,Банкны лизингтэй,4,Ашиглалтад орсон,
184621000.00,"УБ — Баянзүрх, Нохойтой хөшөө",Паркет,1 тагттай,2024,Байхгүй,Вакум,20,Төмөр,58.61 м²,10,Банкны лизингтэй,3,Ашиглалтад орсон,
85000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,30.0 м²,12,Лизинггүй,2,Ашиглалтад орсон,
384000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2020,Байгаа,Вакум,16,Бүргэд,93.48 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,
210000000.00,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,56.9 м²,9,Банкны лизингтэй,2,Ашиглалтад орсон,
178000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,55.24 м²,15,Лизинггүй,2,Ашиглалтад орсон,
3500000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 6",Паркет,1 тагттай,2024,Байгаа,Вакум,12,Бүргэд,52.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,
3200000.00,"УБ — Баянзүрх, Бөхийн Өргөө",Паркет,1 тагттай,2024,Байгаа,Вакум,12,Вакум,65.0 м²,9,Лизинггүй,4,Ашиглалтад орсон,
3200000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2024,Байгаа,Вакум,12,Вакум,43.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
175000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,1990,Байхгүй,Вакум,6,Бүргэд,70.0 м²,4,Банкны лизингтэй,4,Ашиглалтад орсон,
290000000.00,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1 тагттай,2010,Байгаа,Вакум,8,Бүргэд,91.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,
105000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,Тагтгүй,1995,Байхгүй,Вакум,4,Бүргэд,40.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,
2700000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1 тагттай,2017,Байхгүй,Вакум,15,Бүргэд,37.43 м²,10,Лизинггүй,2,Ашиглалтад орсон,
570000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байгаа,Вакум,12,Бүргэд,134.26 м²,12,Лизинггүй,6,Ашиглалтад орсон,
120000000.00,"УБ — Баянгол, 3-р хороолол",Паркет,1 тагттай,1986,Байхгүй,Вакум,1,Бүргэд,18.0 м²,9,Хувь лизингтэй,2,Ашиглалтад орсон,
350000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,10,Төмөр,80.77 м²,10,Лизинггүй,5,Ашиглалтад орсон,
617000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2019,Байгаа,Вакум,12,Бүргэд,95.0 м²,7,Лизинггүй,4,Ашиглалтад орсон,
239000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,49.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
95000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1 тагттай,2024,Байхгүй,Вакум,2,Бүргэд,31.43 м²,15,Лизинггүй,2,Ашиглалтад ороогүй,
580000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,111.78 м²,10,Лизинггүй,4,Ашиглалтад орсон,
220000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2016,Байгаа,Вакум,10,Бүргэд,62.61 м²,8,Банкны лизингтэй,2,Ашиглалтад орсон,
250000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,60.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,
1296000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2023,Байгаа,Вакум,25,Бүргэд,160.0 м²,20,Лизинггүй,4,Ашиглалтад орсон,
112608000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,Тагтгүй,2024,Байхгүй,Вакум,16,Төмөр,35.0 м²,7,Лизинггүй,1,Ашиглалтад ороогүй,
3200000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,7242.0 м²,4,Банкны лизингтэй,3,Ашиглалтад орсон,
498000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,113.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,
800000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2016,Байгаа,Вакум,16,Бүргэд,156.0 м²,9,Лизинггүй,6,Ашиглалтад орсон,
250000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,60.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,
190000000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,47.5 м²,8,Банкны лизингтэй,2,Ашиглалтад орсон,
206000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр вакум,6450.0 м²,8,Банкны лизингтэй,3,Ашиглалтад орсон,
910000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2013,Байгаа,Вакум,6,Төмөр,200.0 м²,1,Банкны лизингтэй,5,Ашиглалтад орсон,
3500000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 6",Паркет,1 тагттай,2004,Байгаа,Вакум,4,Бүргэд,92.0 м²,4,Банкны лизингтэй,4,Ашиглалтад орсон,
126000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,50.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,
255000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,7934.0 м²,6,Банкны лизингтэй,3,Ашиглалтад орсон,
3100000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр вакум,1.8 м²,10,Лизинггүй,4,Ашиглалтад орсон,
350000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2017,Байгаа,Вакум,15,Бүргэд,107.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,
280000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 16",Паркет,1 тагттай,2017,Байхгүй,Вакум,9,Бүргэд,66.6 м²,6,Лизинггүй,3,Ашиглалтад орсон,
3300000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,148.0 м²,8,Лизинггүй,5,Ашиглалтад орсон,
3900000.00,"УБ — Хан-Уул, 120 мянгат",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр,64.0 м²,8,Банкны лизингтэй,2,Ашиглалтад орсон,
480000000.00,"УБ — Чингэлтэй, 40 мянгат",Паркет,2 тагттай,2015,Байхгүй,Вакум,11,Бүргэд,105.0 м²,10,Лизинггүй,3,Ашиглалтад орсон,
4000000.00,"УБ — Хан-Уул, 120 мянгат",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,63.0 м²,16,Банкны лизингтэй,2,Ашиглалтад орсон,
840000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Төмөр,112.0 м²,13,Лизинггүй,5,Ашиглалтад орсон,
105000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,40.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
130000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,38.0 м²,4,Банкны лизингтэй,2,Ашиглалтад орсон,
97500000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2011,Байхгүй,Вакум,10,Бүргэд,37.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
184000000.00,УБ — Сүхбаатар,Паркет,Тагтгүй,2018,Байхгүй,Вакум,16,Төмөр,57.5 м²,7,Лизинггүй,3,Ашиглалтад орсон,
92000000.00,"УБ — Баянзүрх, Улаанхуаран",Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,32.0 м²,10,Лизинггүй,1,Ашиглалтад орсон,
125000000.00,"УБ — Сүхбаатар, 100 айл",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,39.9 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,
240000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2022,Байхгүй,Вакум,18,Бүргэд,72.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,
168000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,71.54 м²,12,Лизинггүй,4,Ашиглалтад орсон,
270000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Ламинат,1 тагттай,2022,Байхгүй,Вакум,15,Төмөр,73.05 м²,6,Лизинггүй,4,Ашиглалтад орсон,
5500000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,121.0 м²,10,Банкны лизингтэй,4,Ашиглалтад орсон,
160000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,1980,Байхгүй,Вакум,5,Төмөр,50.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,
315000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байхгүй,Төмөр вакум,10,Төмөр,90.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,
5400000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2019,Байгаа,Вакум,22,Төмөр вакум,117.83 м²,11,Лизинггүй,5,Ашиглалтад орсон,
85000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,1986,Байхгүй,Вакум,5,Бүргэд,17.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,
273470000.00,"УБ — Хан-Уул, King Tower",Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,66.7 м²,12,Лизинггүй,2,Ашиглалтад орсон,
340000000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,94.55 м²,12,Лизинггүй,4,Ашиглалтад орсон,
90000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,Тагтгүй,2012,Байхгүй,Вакум,5,Төмөр,40.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,
160000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,1986,Байхгүй,Вакум,9,Бүргэд,29.0 м²,7,Лизинггүй,4,Ашиглалтад орсон,
150000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2006,Байхгүй,Вакум,5,Бүргэд,58.0 м²,5,Банкны лизингтэй,2,Ашиглалтад орсон,
163000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 6",Паркет,1 тагттай,2008,Байхгүй,Вакум,5,Бүргэд,48.5 м²,3,Лизинггүй,2,Ашиглалтад орсон,
3000000.00,"УБ — Баянзүрх, Чулуун овоо",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,44.85 м²,16,Лизинггүй,2,Ашиглалтад орсон,
420204000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2014,Байгаа,Вакум,15,Бүргэд,110.58 м²,2,Лизинггүй,5,Ашиглалтад орсон,
139000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 28",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,55.6 м²,9,Лизинггүй,3,Ашиглалтад орсон,
153000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,1980,Байхгүй,Вакум,5,Төмөр,29.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,
400000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2013,Байгаа,Вакум,7,Бүргэд,99.47 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,
140400000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Бүргэд,46.8 м²,4,Хувь лизингтэй,3,Ашиглалтад ороогүй,
184000000.00,"УБ — Баянгол, Баруун 4 зам",Паркет,1 тагттай,2022,Байхгүй,Вакум,17,Бүргэд,46.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,
530000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,123.5 м²,15,Лизинггүй,5,Ашиглалтад орсон,
2700000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 21",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,71.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,
