үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:,Код:,location:
2300000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.0 м²,8,Лизинггүй,3,Ашиглалтад ороогүй,,,
250000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,6,Бүргэд,77.07 м²,5,Банкны лизингтэй,5,Ашиглалтад орсон,,,
1200000000.00,УБ — Хан-Уул,Ламинат,1 тагттай,2016,Байгаа,Вакум,6,Мод,190.0 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,,,
230000000.00,"УБ — Чингэлтэй, 50 мянгат",Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Бүргэд,52.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
3800000.00,"УБ — Хан-Уул, Нархан хотхон",Паркет,2 тагттай,2010,Байгаа,Вакум,8,Бүргэд,92.0 м²,7,Лизинггүй,6,Ашиглалтад орсон,,,
255000000.00,"УБ — Сүхбаатар, Метро Молл",Паркет,2 тагттай,2012,Байхгүй,Вакум,9,Бүргэд,78.0 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,,,
125000000.00,"УБ — Хан-Уул, 19-р хороолол",Цемент,1 тагттай,1986,Байхгүй,Вакум,5,Бүргэд,30.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
126000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр вакум,46.6 м²,6,Хувь лизингтэй,2,Ашиглалтад ороогүй,,,
6300000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,47.97 м²,14,Лизинггүй,2,Ашиглалтад ороогүй,,,
123000000.00,"УБ — Хан-Уул, Viva city",Паркет,Тагтгүй,2014,Байхгүй,Вакум,5,Төмөр,41.6 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
840000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,112.0 м²,13,Лизинггүй,4,Ашиглалтад орсон,,,
7500000.00,"УБ — Хан-Уул, Japan town",Паркет,1 тагттай,2018,Байгаа,Төмөр вакум,16,Бүргэд,191.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,,,
110000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,39.5 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
229600000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,82.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,,,
488048000.00,"УБ — Хан-Уул, Хүннү",Ламинат,1 тагттай,2024,Байхгүй,Вакум,23,Төмөр вакум,82.72 м²,13,Лизинггүй,3,Ашиглалтад ороогүй,,,
175000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,53.39 м²,6,Лизинггүй,3,Ашиглалтад орсон,,,
188000000.00,"УБ — Хан-Уул, Мишээл",Паркет,1 тагттай,2017,Байгаа,Вакум,6,Бүргэд,58.1 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
258816000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,80.88 м²,5,Банкны лизингтэй,5,Ашиглалтад орсон,,,
4700000.00,УБ — Сүхбаатар,Паркет,Тагтгүй,2024,Байхгүй,Вакум,15,Бүргэд,81.18 м²,13,Лизинггүй,4,Ашиглалтад орсон,,,
3300000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,48.33 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
7500000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2023,Байхгүй,Вакум,24,Бүргэд,105.64 м²,7,Банкны лизингтэй,5,Ашиглалтад орсон,,,
198000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,60.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
3300000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,48.24 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
9000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2 тагттай,2023,Байгаа,Вакум,22,Бүргэд,106.52 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,,,
370000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2 тагттай,2015,Байгаа,Вакум,15,Бүргэд,92.07 м²,13,Банкны лизингтэй,4,Ашиглалтад орсон,,,
77000000.00,"УБ — Хан-Уул, Viva city",Паркет,Тагтгүй,2010,Байхгүй,Вакум,5,Бүргэд,30.08 м²,2,Банкны лизингтэй,1,Ашиглалтад орсон,,,
110000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2015,Байхгүй,Вакум,10,Бүргэд,37.0 м²,4,Банкны лизингтэй,2,Ашиглалтад орсон,,,
170000000.00,"УБ — Баянгол, 6-р бичил",Паркет,1 тагттай,1999,Байхгүй,Вакум,9,Бүргэд,40.0 м²,3,Банкны лизингтэй,4,Ашиглалтад орсон,,,
200000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Төмөр,54.4 м²,14,Банкны лизингтэй,3,Ашиглалтад орсон,,,
210000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,2 тагттай,2020,Байхгүй,Вакум,11,Бүргэд,71.0 м²,1,Банкны лизингтэй,5,Ашиглалтад орсон,,,
385000000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,70.12 м²,3,Лизинггүй,4,Ашиглалтад орсон,,,
155000000.00,"УБ — Баянгол, 10-р хороолол",Мод,2 тагттай,1988,Байхгүй,Вакум,9,Төмөр,70.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,,,
150000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,1988,Байхгүй,Вакум,9,Төмөр,30.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,,,
586500000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Төмөр,85.0 м²,11,Лизинггүй,3,Ашиглалтад орсон,,,
660000000.00,"УБ — Чингэлтэй, 40 мянгат",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,101.86 м²,7,Банкны лизингтэй,3,Ашиглалтад орсон,,,
164580000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,63.3 м²,10,Лизинггүй,3,Ашиглалтад ороогүй,,,
250000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2022,Байхгүй,Вакум,12,Бүргэд,60.8 м²,12,Лизинггүй,3,Ашиглалтад орсон,,,
140000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,2000,Байхгүй,Вакум,9,Бүргэд,55.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,,,
425000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,121.2 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
828000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2021,Байгаа,Вакум,16,Бүргэд,148.0 м²,10,Лизинггүй,3,Ашиглалтад орсон,,,
163000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,46.6 м²,5,Банкны лизингтэй,2,Ашиглалтад орсон,,,
55000000.00,"УБ — Сонгинохайрхан, 5 шар",Паркет,1 тагттай,2010,Байхгүй,Вакум,14,Бүргэд,20.5 м²,14,Лизинггүй,1,Ашиглалтад орсон,,,
380000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2022,Байхгүй,Вакум,10,Вакум,82.61 м²,3,Банкны лизингтэй,4,Ашиглалтад орсон,,,
143000000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Бүргэд,52.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,,,
167000000.00,"УБ — Баянгол, Баянгол, Хороо 18",Паркет,Тагтгүй,2019,Байхгүй,Вакум,6,Бүргэд,57.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,,,
164000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2016,Байхгүй,Вакум,9,Төмөр,66.88 м²,8,Банкны лизингтэй,3,Ашиглалтад орсон,,,
273240000.00,"УБ — Хан-Уул, Нисэх",Паркет,2 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,91.08 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,,,
4350000.00,"УБ — Хан-Уул, King Tower",Паркет,Тагтгүй,2019,Байхгүй,Вакум,16,Бүргэд,137.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
178000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 10",Паркет,1 тагттай,2020,Байхгүй,Вакум,5,Бүргэд,68.0 м²,3,Банкны лизингтэй,3,Ашиглалтад орсон,,,
255000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 19",Паркет,1 тагттай,2019,Байхгүй,Вакум,9,Бүргэд,73.03 м²,4,Лизинггүй,5,Ашиглалтад орсон,,,
125000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,40.0 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,,,
4500000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,7,Төмөр вакум,43.0 м²,16,Лизинггүй,2,Ашиглалтад орсон,,,
258000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,60.0 м²,16,Банкны лизингтэй,3,Ашиглалтад орсон,,,
150000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,53.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
195000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,1994,Байхгүй,Вакум,9,Бүргэд,54.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
120000000.00,"УБ — Сүхбаатар, 100 айл",Паркет,1 тагттай,2018,Байхгүй,Вакум,6,Төмөр,40.6 м²,23,Банкны лизингтэй,2,Ашиглалтад орсон,,,
180000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Бүргэд,55.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,,,
616000000.00,"УБ — Баянгол, Төмөр зам",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Төмөр,116.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,,,
258000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,60.0 м²,16,Банкны лизингтэй,3,Ашиглалтад орсон,,,
150000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,53.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
195000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,1994,Байхгүй,Вакум,9,Бүргэд,54.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
120000000.00,"УБ — Сүхбаатар, 100 айл",Паркет,1 тагттай,2018,Байхгүй,Вакум,6,Төмөр,40.6 м²,23,Банкны лизингтэй,2,Ашиглалтад орсон,,,
180000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Бүргэд,55.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,,,
616000000.00,"УБ — Баянгол, Төмөр зам",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Төмөр,116.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,,,
388110000.00,"УБ — Хан-Уул, Хурд",Паркет,2 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,114.15 м²,8,Банкны лизингтэй,4,Ашиглалтад орсон,,,
4200000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,73.8 м²,9,Банкны лизингтэй,4,Ашиглалтад орсон,,,
3100000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,61.62 м²,15,Хувь лизингтэй,2,Ашиглалтад ороогүй,,,
273400000.00,"УБ — Хан-Уул, King Tower",Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,66.7 м²,12,Лизинггүй,2,Ашиглалтад орсон,,,
230000000.00,"УБ — Хан-Уул, 19-р хороолол",Ламинат,1 тагттай,1990,Байхгүй,Мод,5,Бүргэд,60.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
1900000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,53.4 м²,2,Лизинггүй,2,Ашиглалтад ороогүй,,,
2900000.00,"УБ — Сүхбаатар, 100 айл",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,73.4 м²,12,Лизинггүй,3,Ашиглалтад ороогүй,,,
4700000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,2016,Байгаа,Модон вакум,12,Бүргэд,41.58 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
239000000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,72.67 м²,10,Лизинггүй,3,Ашиглалтад орсон,,,
250000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 20",Паркет,Тагтгүй,2019,Байхгүй,Вакум,12,Бүргэд,58.15 м²,12,Лизинггүй,4,Ашиглалтад орсон,,,
410000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,88.9 м²,15,Лизинггүй,3,Ашиглалтад орсон,,,
620000000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2016,Байхгүй,Вакум,14,Бүргэд,115.4 м²,6,Лизинггүй,3,Ашиглалтад орсон,,,
149000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,55.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,,,
258000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,Тагтгүй,2019,Байхгүй,Вакум,16,Бүргэд,60.0 м²,16,Лизинггүй,4,Ашиглалтад орсон,,,
614790000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2 тагттай,2020,Байхгүй,Вакум,16,Төмөр,111.78 м²,15,Лизинггүй,4,Ашиглалтад орсон,,,
260000000.00,"УБ — Хан-Уул, Мишээл",Паркет,1 тагттай,2014,Байхгүй,Вакум,9,Төмөр,84.0 м²,8,Лизинггүй,5,Ашиглалтад орсон,,,
250000000.00,"УБ — Сүхбаатар, Баянгол зочид буудал",Паркет,Тагтгүй,1995,Байхгүй,Вакум,5,Бүргэд,60.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
4500000.00,"УБ — Баянзүрх, 14-р хороолол",Ламинат,Тагтгүй,2024,Байхгүй,Вакум,7,Төмөр вакум,132.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,,,
3300000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,17,Бүргэд,62.5 м²,12,Хувь лизингтэй,4,Ашиглалтад ороогүй,,,
3660000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2024,Байгаа,Вакум,16,Бүргэд,39.0 м²,10,Банкны лизингтэй,2,Ашиглалтад орсон,,,
63000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 12",Паркет,1 тагттай,2014,Байхгүй,Вакум,15,Вакум,26.92 м²,15,Лизинггүй,1,Ашиглалтад орсон,,,
155000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,43.66 м²,8,Лизинггүй,2,Ашиглалтад орсон,,,
1080000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2016,Байгаа,Вакум,6,Бүргэд,190.0 м²,4,Банкны лизингтэй,6,Ашиглалтад орсон,,,
450000000.00,"УБ — Хан-Уул, Арцатын ам",Паркет,1 тагттай,2024,Байхгүй,Вакум,7,Бүргэд,100.0 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,,,
110000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2017,Байхгүй,Вакум,15,Бүргэд,25.0 м²,4,Лизинггүй,1,Ашиглалтад орсон,,,
473000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,86.09 м²,13,Лизинггүй,3,Ашиглалтад орсон,,,
2900000.00,"УБ — Баянгол, 25-р эмийн сан",Паркет,2 тагттай,2009,Байхгүй,Вакум,6,Төмөр,82.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
150000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2021,Байгаа,Вакум,16,Төмөр,47.77 м²,1,Лизинггүй,3,Ашиглалтад орсон,,,
200000000.00,"УБ — Баянгол, Баянгол, Хороо 2",Паркет,1 тагттай,2017,Байхгүй,Вакум,13,Бүргэд,56.6 м²,12,Банкны лизингтэй,2,Ашиглалтад орсон,,,
200000000.00,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,2 тагттай,2015,Байхгүй,Вакум,11,Бүргэд,97.0 м²,11,Лизинггүй,8,Ашиглалтад орсон,,,
270900000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2014,Байгаа,Вакум,10,Бүргэд,129.0 м²,9,Лизинггүй,5,Ашиглалтад орсон,,,
138000000.00,"УБ — Баянзүрх, Ботаник",Цемент,1 тагттай,2024,Байхгүй,Вакум,10,Бүргэд,53.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,,,
7300000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байгаа,Вакум,16,Төмөр,135.9 м²,11,Лизинггүй,4,Ашиглалтад орсон,,,
360000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,68.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
371320000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Бүргэд,97.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
508000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,113.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,,,
190000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,7,Бүргэд,78.0 м²,5,Банкны лизингтэй,4,Ашиглалтад орсон,,,
125000000.00,"УБ — Баянгол, Баянгол, Хороо 20",Паркет,2 тагттай,1984,Байхгүй,Вакум,5,Бүргэд,70.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
135000000.00,"УБ — Баянгол, 6-р бичил",Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,45.6 м²,2,Лизинггүй,1,Ашиглалтад орсон,,,
365200000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байхгүй,Вакум,4,Төмөр,83.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,,,
271000000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2023,Байхгүй,Вакум,13,Бүргэд,96.71 м²,2,Лизинггүй,4,Ашиглалтад орсон,,,
170000000.00,"УБ — Сүхбаатар, 11-р хороолол",Паркет,1 тагттай,1989,Байхгүй,Мод,9,Бүргэд,50.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,,,
183570000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,63.3 м²,7,Лизинггүй,3,Ашиглалтад ороогүй,,,
588300000.00,"УБ — Хан-Уул, Удирдлагын Академи",Паркет,1 тагттай,2012,Байхгүй,Вакум,11,Бүргэд,159.0 м²,11,Банкны лизингтэй,6,Ашиглалтад орсон,,,
430000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,90.1 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,,,
1297240000.00,"УБ — Хан-Уул, River Garden",Паркет,3+ тагттай,2017,Байгаа,Модон вакум,14,Вакум,158.2 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,,,
216066000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 12",Паркет,1 тагттай,2023,Байхгүй,Вакум,7,Бүргэд,56.07 м²,16,Лизинггүй,2,Ашиглалтад орсон,,,
110000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2000,Байхгүй,Вакум,5,Бүргэд,36.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
281000000.00,"УБ — Баянгол, Баруун 4 зам",Паркет,1 тагттай,2010,Байгаа,Мод,16,Бүргэд,67.0 м²,10,Банкны лизингтэй,4,Ашиглалтад орсон,,,
198000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,66.0 м²,9,Банкны лизингтэй,3,Ашиглалтад орсон,,,
208000000.00,"УБ — Баянгол, Модны 2",Паркет,1 тагттай,2013,Байхгүй,Вакум,10,Бүргэд,67.06 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
3800000.00,"УБ — Баянзүрх, 13-р хороолол",Мод,2 тагттай,2011,Байгаа,Вакум,9,Төмөр,165.4 м²,6,Лизинггүй,7,Ашиглалтад орсон,,,
336000000.00,УБ — Хан-Уул,Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,93.44 м²,5,Банкны лизингтэй,4,Ашиглалтад орсон,,,
444000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,2 тагттай,2018,Байгаа,Вакум,16,Бүргэд,100.8 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
444000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,2 тагттай,2018,Байгаа,Вакум,16,Бүргэд,100.8 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
168000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,71.54 м²,12,Банкны лизингтэй,3,Ашиглалтад орсон,,,
235000000.00,"УБ — Баянгол, Баянгол, Хороо 3",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,63.0 м²,14,Лизинггүй,3,Ашиглалтад орсон,,,
669920000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2019,Байгаа,Вакум,18,Төмөр,84.8 м²,12,Банкны лизингтэй,4,Ашиглалтад орсон,,,
220400000.00,"УБ — Баянзүрх, 15-р хороолол",Паркет,2 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,76.0 м²,14,Лизинггүй,4,Ашиглалтад орсон,,,
623650000.00,"УБ — Хан-Уул, Хүннү",Паркет,2 тагттай,2018,Байхгүй,Вакум,23,Бүргэд,117.0 м²,5,Банкны лизингтэй,6,Ашиглалтад орсон,,,
402000000.00,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,73.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
3200000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,2 тагттай,2018,Байхгүй,Вакум,7,Төмөр,127.5 м²,7,Лизинггүй,4,Ашиглалтад орсон,,,
4800000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,93.78 м²,8,Лизинггүй,3,Ашиглалтад орсон,,,
210000000.00,"УБ — Баянзүрх, Олимп хотхон",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,50.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
3000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Паркет,2 тагттай,2024,Байхгүй,Вакум,13,Төмөр,93.3 м²,5,Лизинггүй,5,Ашиглалтад орсон,,,
340000000.00,"УБ — Хан-Уул, Хурд",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,94.55 м²,12,Лизинггүй,4,Ашиглалтад орсон,,,
515000000.00,"УБ — Хан-Уул, King Tower",Паркет,Тагтгүй,2020,Байгаа,Вакум,14,Төмөр,112.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,,,
77132000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2025,Байгаа,Вакум,16,Бүргэд,35.06 м²,10,Хувь лизингтэй,1,Ашиглалтад ороогүй,,,
320000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,Тагтгүй,2022,Байхгүй,Вакум,16,Бүргэд,66.85 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
4500000.00,"УБ — Хан-Уул, Нархан хотхон",Паркет,1 тагттай,2023,Байхгүй,Вакум,17,Бүргэд,109.0 м²,4,Банкны лизингтэй,6,Ашиглалтад орсон,,,
120000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр вакум,43.0 м²,13,Лизинггүй,2,Ашиглалтад орсон,,,
390000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2014,Байгаа,Вакум,14,Бүргэд,110.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,,,
5800000.00,УБ — Сүхбаатар,Паркет,2 тагттай,2013,Байгаа,Вакум,17,Бүргэд,120.0 м²,16,Лизинггүй,7,Ашиглалтад орсон,,,
225000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Бүргэд,65.5 м²,2,Лизинггүй,3,Ашиглалтад орсон,,,
412000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,79.3 м²,5,Банкны лизингтэй,2,Ашиглалтад орсон,,,
