үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:,Код:,location:
175000000.00,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,51.13 м²,14,Лизинггүй,2,Ашиглалтад орсон,,,
166800000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,61.77 м²,12,Лизинггүй,2,Ашиглалтад орсон,,,
110000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 19",Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Төмөр,44.03 м²,3,Лизинггүй,2,Ашиглалтад орсон,,,
105000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,1990,Байхгүй,Мод,9,Бүргэд,30.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
3500000.00,"УБ — Баянгол, Богд-Ар",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,53.0 м²,3,Лизинггүй,2,Ашиглалтад орсон,,,
3600000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,51.85 м²,11,Лизинггүй,3,Ашиглалтад орсон,,,
1186080000.00,"УБ — Хан-Уул, River Garden",Паркет,1 тагттай,2024,Байхгүй,Вакум,23,Бүргэд,141.2 м²,8,Банкны лизингтэй,6,Ашиглалтад орсон,,,
230000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2022,Байхгүй,Вакум,12,Бүргэд,61.51 м²,9,Хувь лизингтэй,4,Ашиглалтад орсон,,,
105000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,1990,Байхгүй,Мод,9,Бүргэд,30.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
1900000000.00,"УБ — Хан-Уул, Japan town",Паркет,1 тагттай,2017,Байгаа,Вакум,16,Бүргэд,138.0 м²,14,Хувь лизингтэй,5,Ашиглалтад орсон,,,
495000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,86.78 м²,7,Банкны лизингтэй,6,Ашиглалтад орсон,,,
139900000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,55.96 м²,11,Лизинггүй,2,Ашиглалтад ороогүй,,,
116000000.00,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,1 тагттай,2017,Байхгүй,Вакум,10,Бүргэд,43.03 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
140000000.00,"УБ — Баянгол, Тээврийн товчоо",Паркет,1 тагттай,1987,Байхгүй,Төмөр вакум,5,Төмөр,40.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
235000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,57.25 м²,12,Лизинггүй,2,Ашиглалтад орсон,,,
370000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2019,Байхгүй,Вакум,23,Бүргэд,70.0 м²,23,Лизинггүй,4,Ашиглалтад орсон,,,
890000000.00,"УБ — Сүхбаатар, 11-р хороолол",Паркет,1 тагттай,2004,Байгаа,Вакум,5,Бүргэд,140.0 м²,3,Лизинггүй,6,Ашиглалтад орсон,,,
350000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2 тагттай,2012,Байгаа,Вакум,5,Бүргэд,160.0 м²,5,Лизинггүй,6,Ашиглалтад орсон,,,
650000000.00,"УБ — Хан-Уул, Japan town",Паркет,1 тагттай,2009,Байгаа,Вакум,7,Бүргэд,103.0 м²,7,Лизинггүй,4,Ашиглалтад орсон,,,
156000000.00,"УБ — Баянзүрх, Ботаник",Паркет,1 тагттай,2024,Байхгүй,Вакум,10,Төмөр,52.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,,,
430000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1 тагттай,2017,Байгаа,Вакум,9,Төмөр,90.0 м²,3,Банкны лизингтэй,6,Ашиглалтад орсон,,,
230000000.00,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1 тагттай,2011,Байхгүй,Вакум,10,Бүргэд,56.9 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
233200000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,0.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,,,
190000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,53.43 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
255000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Төмөр вакум,45.0 м²,7,Банкны лизингтэй,3,Ашиглалтад орсон,,,
250000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,69.85 м²,5,Лизинггүй,3,Ашиглалтад орсон,,,
105000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,1990,Байхгүй,Мод,9,Бүргэд,18.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
1200000000.00,"УБ — Баянзүрх, Бага тэнгэрийн ам",Паркет,1 тагттай,2024,Байгаа,Вакум,11,Төмөр,142.16 м²,2,Банкны лизингтэй,3,Ашиглалтад орсон,,,
210000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 37",Паркет,1 тагттай,2023,Байхгүй,Вакум,6,Бүргэд,71.65 м²,1,Лизинггүй,3,Ашиглалтад орсон,,,
724000000.00,"УБ — Хан-Уул, Хүннү",Паркет,1 тагттай,2023,Байхгүй,Вакум,25,Төмөр,117.0 м²,25,Лизинггүй,4,Ашиглалтад орсон,,,
255000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5",Паркет,1 тагттай,1980,Байхгүй,Вакум,5,Бүргэд,52.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
261950000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,9,Бүргэд,84.5 м²,4,Лизинггүй,4,Ашиглалтад орсон,,,
188000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 21",Паркет,2 тагттай,2022,Байгаа,Вакум,16,Бүргэд,65.89 м²,9,Банкны лизингтэй,4,Ашиглалтад орсон,,,
403000000.00,"УБ — Хан-Уул, 120 мянгат",Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,73.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,,,
270000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2013,Байхгүй,Вакум,16,Бүргэд,88.61 м²,4,Лизинггүй,4,Ашиглалтад орсон,,,
267610000.00,"УБ — Хан-Уул, Мишээл",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,74.46 м²,12,Лизинггүй,4,Ашиглалтад орсон,,,
175000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,3+ тагттай,1995,Байхгүй,Вакум,12,Бүргэд,75.0 м²,12,Лизинггүй,3,Ашиглалтад орсон,,,
210000000.00,"УБ — Баянгол, Баянгол, Хороо 11",Паркет,1 тагттай,2025,Байхгүй,Вакум,9,Бүргэд,70.0 м²,4,Лизинггүй,3,Ашиглалтад ороогүй,,,
3100000.00,"УБ — Баянгол, Баянгол, Хороо 11",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,137.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,,,
6150000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,2 тагттай,2023,Байхгүй,Вакум,25,Төмөр,117.0 м²,25,Лизинггүй,5,Ашиглалтад орсон,,,
1800000000.00,"УБ — Хан-Уул, Japan town",Паркет,1 тагттай,2018,Байгаа,Вакум,16,Бүргэд,138.0 м²,14,Хувь лизингтэй,5,Ашиглалтад орсон,,,
2900000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,2 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,54.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
235000000.00,"УБ — Хан-Уул, Marshall town",Паркет,1 тагттай,2012,Байгаа,Вакум,6,Бүргэд,58.7 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
4100000.00,"УБ — Хан-Уул, Zaisan luxury village",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,41.11 м²,15,Банкны лизингтэй,3,Ашиглалтад ороогүй,,,
180000000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,10,Бүргэд,70.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,,,
151000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2017,Байхгүй,Вакум,5,Бүргэд,43.0 м²,15,Лизинггүй,3,Ашиглалтад орсон,,,
125000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,32.0 м²,8,Лизинггүй,2,Ашиглалтад орсон,,,
128000000.00,"УБ — Баянзүрх, Их Монгол хороолол",Паркет,Тагтгүй,2016,Байхгүй,Вакум,10,Бүргэд,3.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
521000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2017,Байгаа,Вакум,16,Бүргэд,115.86 м²,7,Лизинггүй,4,Ашиглалтад орсон,,,
140000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 42",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,46.65 м²,2,Лизинггүй,3,Ашиглалтад орсон,,,
350000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Төмөр,74.0 м²,4,Банкны лизингтэй,5,Ашиглалтад орсон,,,
145000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2020,Байхгүй,Вакум,6,Төмөр,50.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
306600000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2016,Байхгүй,Вакум,4,Төмөр,73.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,,,
1500000000.00,"УБ — Хан-Уул, Bella Vista",Паркет,3+ тагттай,2012,Байгаа,Вакум,8,Төмөр,249.0 м²,5,Банкны лизингтэй,6,Ашиглалтад орсон,,,
138000000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2019,Байхгүй,Вакум,16,Төмөр,48.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
520600000.00,"УБ — Хан-Уул, King Tower",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,137.0 м²,13,Банкны лизингтэй,4,Ашиглалтад орсон,,,
165000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Төмөр вакум,53.6 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
115000000.00,"УБ — Баянгол, 3, 4 хороолол",Цемент,1 тагттай,1994,Байхгүй,Вакум,9,Бүргэд,40.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
3300000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,70.18 м²,11,Лизинггүй,3,Ашиглалтад орсон,,,
210000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,74.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,,,
187740000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 32",Паркет,2 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,67.05 м²,10,Лизинггүй,3,Ашиглалтад орсон,,,
185000000.00,"УБ — Баянгол, Модны 2",Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Төмөр,65.52 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
3700000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,79.93 м²,11,Лизинггүй,3,Ашиглалтад орсон,,,
143154000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.02 м²,11,Лизинггүй,2,Ашиглалтад ороогүй,,,
210000000.00,"УБ — Баянзүрх, Олимп хотхон",Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,50.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
148500000.00,"УБ — Хан-Уул, Нүхтийн ам",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,55.0 м²,1,Хувь лизингтэй,2,Ашиглалтад орсон,,,
410000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,88.9 м²,15,Лизинггүй,3,Ашиглалтад орсон,,,
1250000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1 тагттай,2017,Байхгүй,Вакум,1,Төмөр,188.0 м²,6,Банкны лизингтэй,5,Ашиглалтад орсон,,,
295000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2010,Байхгүй,Вакум,3,Төмөр,83.96 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,,,
3300000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,1,Бүргэд,59.0 м²,16,Банкны лизингтэй,2,Ашиглалтад орсон,,,
3300000.00,"УБ — Баянгол, Баянгол, Хороо 3",Паркет,1 тагттай,2024,Байхгүй,Вакум,13,Бүргэд,88.0 м²,23,Лизинггүй,3,Ашиглалтад ороогүй,,,
137000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,37.0 м²,9,Банкны лизингтэй,1,Ашиглалтад орсон,,,
